date,year,quarter_of_year,month_number,month_name,day_of_month,day_of_week_number,day_of_week_name,week_of_year,is_weekday
2020-05-09,2020,2,5,May,9,5,Saturday,19,False
2020-05-10,2020,2,5,May,10,6,Sunday,19,False
2020-05-11,2020,2,5,May,11,0,Monday,20,True
2020-05-12,2020,2,5,May,12,1,Tuesday,20,True
2020-05-13,2020,2,5,May,13,2,Wednesday,20,True
2020-05-14,2020,2,5,May,14,3,Thursday,20,True
2020-05-15,2020,2,5,May,15,4,Friday,20,True
2020-05-16,2020,2,5,May,16,5,Saturday,20,False
2020-05-17,2020,2,5,May,17,6,Sunday,20,False
2020-05-18,2020,2,5,May,18,0,Monday,21,True
2020-05-19,2020,2,5,May,19,1,Tuesday,21,True
2020-05-20,2020,2,5,May,20,2,Wednesday,21,True
2020-05-21,2020,2,5,May,21,3,Thursday,21,True
2020-05-22,2020,2,5,May,22,4,Friday,21,True
2020-05-23,2020,2,5,May,23,5,Saturday,21,False
2020-05-24,2020,2,5,May,24,6,Sunday,21,False
2020-05-25,2020,2,5,May,25,0,Monday,22,True
2020-05-26,2020,2,5,May,26,1,Tuesday,22,True
2020-05-27,2020,2,5,May,27,2,Wednesday,22,True
2020-05-28,2020,2,5,May,28,3,Thursday,22,True
2020-05-29,2020,2,5,May,29,4,Friday,22,True
2020-05-30,2020,2,5,May,30,5,Saturday,22,False
2020-05-31,2020,2,5,May,31,6,Sunday,22,False
2020-06-01,2020,2,6,June,1,0,Monday,23,True
2020-06-02,2020,2,6,June,2,1,Tuesday,23,True
2020-06-03,2020,2,6,June,3,2,Wednesday,23,True
2020-06-04,2020,2,6,June,4,3,Thursday,23,True
2020-06-05,2020,2,6,June,5,4,Friday,23,True
2020-06-06,2020,2,6,June,6,5,Saturday,23,False
2020-06-07,2020,2,6,June,7,6,Sunday,23,False
2020-06-08,2020,2,6,June,8,0,Monday,24,True
2020-06-09,2020,2,6,June,9,1,Tuesday,24,True
2020-06-10,2020,2,6,June,10,2,Wednesday,24,True
2020-06-11,2020,2,6,June,11,3,Thursday,24,True
2020-06-12,2020,2,6,June,12,4,Friday,24,True
2020-06-13,2020,2,6,June,13,5,Saturday,24,False
2020-06-14,2020,2,6,June,14,6,Sunday,24,False
2020-06-15,2020,2,6,June,15,0,Monday,25,True
2020-06-16,2020,2,6,June,16,1,Tuesday,25,True
2020-06-17,2020,2,6,June,17,2,Wednesday,25,True
2020-06-18,2020,2,6,June,18,3,Thursday,25,True
2020-06-19,2020,2,6,June,19,4,Friday,25,True
2020-06-20,2020,2,6,June,20,5,Saturday,25,False
2020-06-21,2020,2,6,June,21,6,Sunday,25,False
2020-06-22,2020,2,6,June,22,0,Monday,26,True
2020-06-23,2020,2,6,June,23,1,Tuesday,26,True
2020-06-24,2020,2,6,June,24,2,Wednesday,26,True
2020-06-25,2020,2,6,June,25,3,Thursday,26,True
2020-06-26,2020,2,6,June,26,4,Friday,26,True
2020-06-27,2020,2,6,June,27,5,Saturday,26,False
2020-06-28,2020,2,6,June,28,6,Sunday,26,False
2020-06-29,2020,2,6,June,29,0,Monday,27,True
2020-06-30,2020,2,6,June,30,1,Tuesday,27,True
2020-07-01,2020,3,7,July,1,2,Wednesday,27,True
2020-07-02,2020,3,7,July,2,3,Thursday,27,True
2020-07-03,2020,3,7,July,3,4,Friday,27,True
2020-07-04,2020,3,7,July,4,5,Saturday,27,False
2020-07-05,2020,3,7,July,5,6,Sunday,27,False
2020-07-06,2020,3,7,July,6,0,Monday,28,True
2020-07-07,2020,3,7,July,7,1,Tuesday,28,True
2020-07-08,2020,3,7,July,8,2,Wednesday,28,True
2020-07-09,2020,3,7,July,9,3,Thursday,28,True
2020-07-10,2020,3,7,July,10,4,Friday,28,True
2020-07-11,2020,3,7,July,11,5,Saturday,28,False
2020-07-12,2020,3,7,July,12,6,Sunday,28,False
2020-07-13,2020,3,7,July,13,0,Monday,29,True
2020-07-14,2020,3,7,July,14,1,Tuesday,29,True
2020-07-15,2020,3,7,July,15,2,Wednesday,29,True
2020-07-16,2020,3,7,July,16,3,Thursday,29,True
2020-07-17,2020,3,7,July,17,4,Friday,29,True
2020-07-18,2020,3,7,July,18,5,Saturday,29,False
2020-07-19,2020,3,7,July,19,6,Sunday,29,False
2020-07-20,2020,3,7,July,20,0,Monday,30,True
2020-07-21,2020,3,7,July,21,1,Tuesday,30,True
2020-07-22,2020,3,7,July,22,2,Wednesday,30,True
2020-07-23,2020,3,7,July,23,3,Thursday,30,True
2020-07-24,2020,3,7,July,24,4,Friday,30,True
2020-07-25,2020,3,7,July,25,5,Saturday,30,False
2020-07-26,2020,3,7,July,26,6,Sunday,30,False
2020-07-27,2020,3,7,July,27,0,Monday,31,True
2020-07-28,2020,3,7,July,28,1,Tuesday,31,True
2020-07-29,2020,3,7,July,29,2,Wednesday,31,True
2020-07-30,2020,3,7,July,30,3,Thursday,31,True
2020-07-31,2020,3,7,July,31,4,Friday,31,True
2020-08-01,2020,3,8,August,1,5,Saturday,31,False
2020-08-02,2020,3,8,August,2,6,Sunday,31,False
2020-08-03,2020,3,8,August,3,0,Monday,32,True
2020-08-04,2020,3,8,August,4,1,Tuesday,32,True
2020-08-05,2020,3,8,August,5,2,Wednesday,32,True
2020-08-06,2020,3,8,August,6,3,Thursday,32,True
2020-08-07,2020,3,8,August,7,4,Friday,32,True
2020-08-08,2020,3,8,August,8,5,Saturday,32,False
2020-08-09,2020,3,8,August,9,6,Sunday,32,False
2020-08-10,2020,3,8,August,10,0,Monday,33,True
2020-08-11,2020,3,8,August,11,1,Tuesday,33,True
2020-08-12,2020,3,8,August,12,2,Wednesday,33,True
2020-08-13,2020,3,8,August,13,3,Thursday,33,True
2020-08-14,2020,3,8,August,14,4,Friday,33,True
2020-08-15,2020,3,8,August,15,5,Saturday,33,False
2020-08-16,2020,3,8,August,16,6,Sunday,33,False
2020-08-17,2020,3,8,August,17,0,Monday,34,True
2020-08-18,2020,3,8,August,18,1,Tuesday,34,True
2020-08-19,2020,3,8,August,19,2,Wednesday,34,True
2020-08-20,2020,3,8,August,20,3,Thursday,34,True
2020-08-21,2020,3,8,August,21,4,Friday,34,True
2020-08-22,2020,3,8,August,22,5,Saturday,34,False
2020-08-23,2020,3,8,August,23,6,Sunday,34,False
2020-08-24,2020,3,8,August,24,0,Monday,35,True
2020-08-25,2020,3,8,August,25,1,Tuesday,35,True
2020-08-26,2020,3,8,August,26,2,Wednesday,35,True
2020-08-27,2020,3,8,August,27,3,Thursday,35,True
2020-08-28,2020,3,8,August,28,4,Friday,35,True
2020-08-29,2020,3,8,August,29,5,Saturday,35,False
2020-08-30,2020,3,8,August,30,6,Sunday,35,False
2020-08-31,2020,3,8,August,31,0,Monday,36,True
2020-09-01,2020,3,9,September,1,1,Tuesday,36,True
2020-09-02,2020,3,9,September,2,2,Wednesday,36,True
2020-09-03,2020,3,9,September,3,3,Thursday,36,True
2020-09-04,2020,3,9,September,4,4,Friday,36,True
2020-09-05,2020,3,9,September,5,5,Saturday,36,False
2020-09-06,2020,3,9,September,6,6,Sunday,36,False
2020-09-07,2020,3,9,September,7,0,Monday,37,True
2020-09-08,2020,3,9,September,8,1,Tuesday,37,True
2020-09-09,2020,3,9,September,9,2,Wednesday,37,True
2020-09-10,2020,3,9,September,10,3,Thursday,37,True
2020-09-11,2020,3,9,September,11,4,Friday,37,True
2020-09-12,2020,3,9,September,12,5,Saturday,37,False
2020-09-13,2020,3,9,September,13,6,Sunday,37,False
2020-09-14,2020,3,9,September,14,0,Monday,38,True
2020-09-15,2020,3,9,September,15,1,Tuesday,38,True
2020-09-16,2020,3,9,September,16,2,Wednesday,38,True
2020-09-17,2020,3,9,September,17,3,Thursday,38,True
2020-09-18,2020,3,9,September,18,4,Friday,38,True
2020-09-19,2020,3,9,September,19,5,Saturday,38,False
2020-09-20,2020,3,9,September,20,6,Sunday,38,False
2020-09-21,2020,3,9,September,21,0,Monday,39,True
2020-09-22,2020,3,9,September,22,1,Tuesday,39,True
2020-09-23,2020,3,9,September,23,2,Wednesday,39,True
2020-09-24,2020,3,9,September,24,3,Thursday,39,True
2020-09-25,2020,3,9,September,25,4,Friday,39,True
2020-09-26,2020,3,9,September,26,5,Saturday,39,False
2020-09-27,2020,3,9,September,27,6,Sunday,39,False
2020-09-28,2020,3,9,September,28,0,Monday,40,True
2020-09-29,2020,3,9,September,29,1,Tuesday,40,True
2020-09-30,2020,3,9,September,30,2,Wednesday,40,True
2020-10-01,2020,4,10,October,1,3,Thursday,40,True
2020-10-02,2020,4,10,October,2,4,Friday,40,True
2020-10-03,2020,4,10,October,3,5,Saturday,40,False
2020-10-04,2020,4,10,October,4,6,Sunday,40,False
2020-10-05,2020,4,10,October,5,0,Monday,41,True
2020-10-06,2020,4,10,October,6,1,Tuesday,41,True
2020-10-07,2020,4,10,October,7,2,Wednesday,41,True
2020-10-08,2020,4,10,October,8,3,Thursday,41,True
2020-10-09,2020,4,10,October,9,4,Friday,41,True
2020-10-10,2020,4,10,October,10,5,Saturday,41,False
2020-10-11,2020,4,10,October,11,6,Sunday,41,False
2020-10-12,2020,4,10,October,12,0,Monday,42,True
2020-10-13,2020,4,10,October,13,1,Tuesday,42,True
2020-10-14,2020,4,10,October,14,2,Wednesday,42,True
2020-10-15,2020,4,10,October,15,3,Thursday,42,True
2020-10-16,2020,4,10,October,16,4,Friday,42,True
2020-10-17,2020,4,10,October,17,5,Saturday,42,False
2020-10-18,2020,4,10,October,18,6,Sunday,42,False
2020-10-19,2020,4,10,October,19,0,Monday,43,True
2020-10-20,2020,4,10,October,20,1,Tuesday,43,True
2020-10-21,2020,4,10,October,21,2,Wednesday,43,True
2020-10-22,2020,4,10,October,22,3,Thursday,43,True
2020-10-23,2020,4,10,October,23,4,Friday,43,True
2020-10-24,2020,4,10,October,24,5,Saturday,43,False
2020-10-25,2020,4,10,October,25,6,Sunday,43,False
2020-10-26,2020,4,10,October,26,0,Monday,44,True
2020-10-27,2020,4,10,October,27,1,Tuesday,44,True
2020-10-28,2020,4,10,October,28,2,Wednesday,44,True
2020-10-29,2020,4,10,October,29,3,Thursday,44,True
2020-10-30,2020,4,10,October,30,4,Friday,44,True
2020-10-31,2020,4,10,October,31,5,Saturday,44,False
2020-11-01,2020,4,11,November,1,6,Sunday,44,False
2020-11-02,2020,4,11,November,2,0,Monday,45,True
2020-11-03,2020,4,11,November,3,1,Tuesday,45,True
2020-11-04,2020,4,11,November,4,2,Wednesday,45,True
2020-11-05,2020,4,11,November,5,3,Thursday,45,True
2020-11-06,2020,4,11,November,6,4,Friday,45,True
2020-11-07,2020,4,11,November,7,5,Saturday,45,False
2020-11-08,2020,4,11,November,8,6,Sunday,45,False
2020-11-09,2020,4,11,November,9,0,Monday,46,True
2020-11-10,2020,4,11,November,10,1,Tuesday,46,True
2020-11-11,2020,4,11,November,11,2,Wednesday,46,True
2020-11-12,2020,4,11,November,12,3,Thursday,46,True
2020-11-13,2020,4,11,November,13,4,Friday,46,True
2020-11-14,2020,4,11,November,14,5,Saturday,46,False
2020-11-15,2020,4,11,November,15,6,Sunday,46,False
2020-11-16,2020,4,11,November,16,0,Monday,47,True
2020-11-17,2020,4,11,November,17,1,Tuesday,47,True
2020-11-18,2020,4,11,November,18,2,Wednesday,47,True
2020-11-19,2020,4,11,November,19,3,Thursday,47,True
2020-11-20,2020,4,11,November,20,4,Friday,47,True
2020-11-21,2020,4,11,November,21,5,Saturday,47,False
2020-11-22,2020,4,11,November,22,6,Sunday,47,False
2020-11-23,2020,4,11,November,23,0,Monday,48,True
2020-11-24,2020,4,11,November,24,1,Tuesday,48,True
2020-11-25,2020,4,11,November,25,2,Wednesday,48,True
2020-11-26,2020,4,11,November,26,3,Thursday,48,True
2020-11-27,2020,4,11,November,27,4,Friday,48,True
2020-11-28,2020,4,11,November,28,5,Saturday,48,False
2020-11-29,2020,4,11,November,29,6,Sunday,48,False
2020-11-30,2020,4,11,November,30,0,Monday,49,True
2020-12-01,2020,4,12,December,1,1,Tuesday,49,True
2020-12-02,2020,4,12,December,2,2,Wednesday,49,True
2020-12-03,2020,4,12,December,3,3,Thursday,49,True
2020-12-04,2020,4,12,December,4,4,Friday,49,True
2020-12-05,2020,4,12,December,5,5,Saturday,49,False
2020-12-06,2020,4,12,December,6,6,Sunday,49,False
2020-12-07,2020,4,12,December,7,0,Monday,50,True
2020-12-08,2020,4,12,December,8,1,Tuesday,50,True
2020-12-09,2020,4,12,December,9,2,Wednesday,50,True
2020-12-10,2020,4,12,December,10,3,Thursday,50,True
2020-12-11,2020,4,12,December,11,4,Friday,50,True
2020-12-12,2020,4,12,December,12,5,Saturday,50,False
2020-12-13,2020,4,12,December,13,6,Sunday,50,False
2020-12-14,2020,4,12,December,14,0,Monday,51,True
2020-12-15,2020,4,12,December,15,1,Tuesday,51,True
2020-12-16,2020,4,12,December,16,2,Wednesday,51,True
2020-12-17,2020,4,12,December,17,3,Thursday,51,True
2020-12-18,2020,4,12,December,18,4,Friday,51,True
2020-12-19,2020,4,12,December,19,5,Saturday,51,False
2020-12-20,2020,4,12,December,20,6,Sunday,51,False
2020-12-21,2020,4,12,December,21,0,Monday,52,True
2020-12-22,2020,4,12,December,22,1,Tuesday,52,True
2020-12-23,2020,4,12,December,23,2,Wednesday,52,True
2020-12-24,2020,4,12,December,24,3,Thursday,52,True
2020-12-25,2020,4,12,December,25,4,Friday,52,True
2020-12-26,2020,4,12,December,26,5,Saturday,52,False
2020-12-27,2020,4,12,December,27,6,Sunday,52,False
2020-12-28,2020,4,12,December,28,0,Monday,53,True
2020-12-29,2020,4,12,December,29,1,Tuesday,53,True
2020-12-30,2020,4,12,December,30,2,Wednesday,53,True
2020-12-31,2020,4,12,December,31,3,Thursday,53,True
2021-01-01,2021,1,1,January,1,4,Friday,53,True
2021-01-02,2021,1,1,January,2,5,Saturday,53,False
2021-01-03,2021,1,1,January,3,6,Sunday,53,False
2021-01-04,2021,1,1,January,4,0,Monday,1,True
2021-01-05,2021,1,1,January,5,1,Tuesday,1,True
2021-01-06,2021,1,1,January,6,2,Wednesday,1,True
2021-01-07,2021,1,1,January,7,3,Thursday,1,True
2021-01-08,2021,1,1,January,8,4,Friday,1,True
2021-01-09,2021,1,1,January,9,5,Saturday,1,False
2021-01-10,2021,1,1,January,10,6,Sunday,1,False
2021-01-11,2021,1,1,January,11,0,Monday,2,True
2021-01-12,2021,1,1,January,12,1,Tuesday,2,True
2021-01-13,2021,1,1,January,13,2,Wednesday,2,True
2021-01-14,2021,1,1,January,14,3,Thursday,2,True
2021-01-15,2021,1,1,January,15,4,Friday,2,True
2021-01-16,2021,1,1,January,16,5,Saturday,2,False
2021-01-17,2021,1,1,January,17,6,Sunday,2,False
2021-01-18,2021,1,1,January,18,0,Monday,3,True
2021-01-19,2021,1,1,January,19,1,Tuesday,3,True
2021-01-20,2021,1,1,January,20,2,Wednesday,3,True
2021-01-21,2021,1,1,January,21,3,Thursday,3,True
2021-01-22,2021,1,1,January,22,4,Friday,3,True
2021-01-23,2021,1,1,January,23,5,Saturday,3,False
2021-01-24,2021,1,1,January,24,6,Sunday,3,False
2021-01-25,2021,1,1,January,25,0,Monday,4,True
2021-01-26,2021,1,1,January,26,1,Tuesday,4,True
2021-01-27,2021,1,1,January,27,2,Wednesday,4,True
2021-01-28,2021,1,1,January,28,3,Thursday,4,True
2021-01-29,2021,1,1,January,29,4,Friday,4,True
2021-01-30,2021,1,1,January,30,5,Saturday,4,False
2021-01-31,2021,1,1,January,31,6,Sunday,4,False
2021-02-01,2021,1,2,February,1,0,Monday,5,True
2021-02-02,2021,1,2,February,2,1,Tuesday,5,True
2021-02-03,2021,1,2,February,3,2,Wednesday,5,True
2021-02-04,2021,1,2,February,4,3,Thursday,5,True
2021-02-05,2021,1,2,February,5,4,Friday,5,True
2021-02-06,2021,1,2,February,6,5,Saturday,5,False
2021-02-07,2021,1,2,February,7,6,Sunday,5,False
2021-02-08,2021,1,2,February,8,0,Monday,6,True
2021-02-09,2021,1,2,February,9,1,Tuesday,6,True
2021-02-10,2021,1,2,February,10,2,Wednesday,6,True
2021-02-11,2021,1,2,February,11,3,Thursday,6,True
2021-02-12,2021,1,2,February,12,4,Friday,6,True
2021-02-13,2021,1,2,February,13,5,Saturday,6,False
2021-02-14,2021,1,2,February,14,6,Sunday,6,False
2021-02-15,2021,1,2,February,15,0,Monday,7,True
2021-02-16,2021,1,2,February,16,1,Tuesday,7,True
2021-02-17,2021,1,2,February,17,2,Wednesday,7,True
2021-02-18,2021,1,2,February,18,3,Thursday,7,True
2021-02-19,2021,1,2,February,19,4,Friday,7,True
2021-02-20,2021,1,2,February,20,5,Saturday,7,False
2021-02-21,2021,1,2,February,21,6,Sunday,7,False
2021-02-22,2021,1,2,February,22,0,Monday,8,True
2021-02-23,2021,1,2,February,23,1,Tuesday,8,True
2021-02-24,2021,1,2,February,24,2,Wednesday,8,True
2021-02-25,2021,1,2,February,25,3,Thursday,8,True
2021-02-26,2021,1,2,February,26,4,Friday,8,True
2021-02-27,2021,1,2,February,27,5,Saturday,8,False
2021-02-28,2021,1,2,February,28,6,Sunday,8,False
2021-03-01,2021,1,3,March,1,0,Monday,9,True
2021-03-02,2021,1,3,March,2,1,Tuesday,9,True
2021-03-03,2021,1,3,March,3,2,Wednesday,9,True
2021-03-04,2021,1,3,March,4,3,Thursday,9,True
2021-03-05,2021,1,3,March,5,4,Friday,9,True
2021-03-06,2021,1,3,March,6,5,Saturday,9,False
2021-03-07,2021,1,3,March,7,6,Sunday,9,False
2021-03-08,2021,1,3,March,8,0,Monday,10,True
2021-03-09,2021,1,3,March,9,1,Tuesday,10,True
2021-03-10,2021,1,3,March,10,2,Wednesday,10,True
2021-03-11,2021,1,3,March,11,3,Thursday,10,True
2021-03-12,2021,1,3,March,12,4,Friday,10,True
2021-03-13,2021,1,3,March,13,5,Saturday,10,False
2021-03-14,2021,1,3,March,14,6,Sunday,10,False
2021-03-15,2021,1,3,March,15,0,Monday,11,True
2021-03-16,2021,1,3,March,16,1,Tuesday,11,True
2021-03-17,2021,1,3,March,17,2,Wednesday,11,True
2021-03-18,2021,1,3,March,18,3,Thursday,11,True
2021-03-19,2021,1,3,March,19,4,Friday,11,True
2021-03-20,2021,1,3,March,20,5,Saturday,11,False
2021-03-21,2021,1,3,March,21,6,Sunday,11,False
2021-03-22,2021,1,3,March,22,0,Monday,12,True
2021-03-23,2021,1,3,March,23,1,Tuesday,12,True
2021-03-24,2021,1,3,March,24,2,Wednesday,12,True
2021-03-25,2021,1,3,March,25,3,Thursday,12,True
2021-03-26,2021,1,3,March,26,4,Friday,12,True
2021-03-27,2021,1,3,March,27,5,Saturday,12,False
2021-03-28,2021,1,3,March,28,6,Sunday,12,False
2021-03-29,2021,1,3,March,29,0,Monday,13,True
2021-03-30,2021,1,3,March,30,1,Tuesday,13,True
2021-03-31,2021,1,3,March,31,2,Wednesday,13,True
2021-04-01,2021,2,4,April,1,3,Thursday,13,True
2021-04-02,2021,2,4,April,2,4,Friday,13,True
2021-04-03,2021,2,4,April,3,5,Saturday,13,False
2021-04-04,2021,2,4,April,4,6,Sunday,13,False
2021-04-05,2021,2,4,April,5,0,Monday,14,True
2021-04-06,2021,2,4,April,6,1,Tuesday,14,True
2021-04-07,2021,2,4,April,7,2,Wednesday,14,True
2021-04-08,2021,2,4,April,8,3,Thursday,14,True
2021-04-09,2021,2,4,April,9,4,Friday,14,True
2021-04-10,2021,2,4,April,10,5,Saturday,14,False
2021-04-11,2021,2,4,April,11,6,Sunday,14,False
2021-04-12,2021,2,4,April,12,0,Monday,15,True
2021-04-13,2021,2,4,April,13,1,Tuesday,15,True
2021-04-14,2021,2,4,April,14,2,Wednesday,15,True
2021-04-15,2021,2,4,April,15,3,Thursday,15,True
2021-04-16,2021,2,4,April,16,4,Friday,15,True
2021-04-17,2021,2,4,April,17,5,Saturday,15,False
2021-04-18,2021,2,4,April,18,6,Sunday,15,False
2021-04-19,2021,2,4,April,19,0,Monday,16,True
2021-04-20,2021,2,4,April,20,1,Tuesday,16,True
2021-04-21,2021,2,4,April,21,2,Wednesday,16,True
2021-04-22,2021,2,4,April,22,3,Thursday,16,True
2021-04-23,2021,2,4,April,23,4,Friday,16,True
2021-04-24,2021,2,4,April,24,5,Saturday,16,False
2021-04-25,2021,2,4,April,25,6,Sunday,16,False
2021-04-26,2021,2,4,April,26,0,Monday,17,True
2021-04-27,2021,2,4,April,27,1,Tuesday,17,True
2021-04-28,2021,2,4,April,28,2,Wednesday,17,True
2021-04-29,2021,2,4,April,29,3,Thursday,17,True
2021-04-30,2021,2,4,April,30,4,Friday,17,True
2021-05-01,2021,2,5,May,1,5,Saturday,17,False
2021-05-02,2021,2,5,May,2,6,Sunday,17,False
2021-05-03,2021,2,5,May,3,0,Monday,18,True
2021-05-04,2021,2,5,May,4,1,Tuesday,18,True
2021-05-05,2021,2,5,May,5,2,Wednesday,18,True
2021-05-06,2021,2,5,May,6,3,Thursday,18,True
2021-05-07,2021,2,5,May,7,4,Friday,18,True
2021-05-08,2021,2,5,May,8,5,Saturday,18,False
2021-05-09,2021,2,5,May,9,6,Sunday,18,False
2021-05-10,2021,2,5,May,10,0,Monday,19,True
2021-05-11,2021,2,5,May,11,1,Tuesday,19,True
2021-05-12,2021,2,5,May,12,2,Wednesday,19,True
2021-05-13,2021,2,5,May,13,3,Thursday,19,True
2021-05-14,2021,2,5,May,14,4,Friday,19,True
2021-05-15,2021,2,5,May,15,5,Saturday,19,False
2021-05-16,2021,2,5,May,16,6,Sunday,19,False
2021-05-17,2021,2,5,May,17,0,Monday,20,True
2021-05-18,2021,2,5,May,18,1,Tuesday,20,True
2021-05-19,2021,2,5,May,19,2,Wednesday,20,True
2021-05-20,2021,2,5,May,20,3,Thursday,20,True
2021-05-21,2021,2,5,May,21,4,Friday,20,True
2021-05-22,2021,2,5,May,22,5,Saturday,20,False
2021-05-23,2021,2,5,May,23,6,Sunday,20,False
2021-05-24,2021,2,5,May,24,0,Monday,21,True
2021-05-25,2021,2,5,May,25,1,Tuesday,21,True
2021-05-26,2021,2,5,May,26,2,Wednesday,21,True
2021-05-27,2021,2,5,May,27,3,Thursday,21,True
2021-05-28,2021,2,5,May,28,4,Friday,21,True
2021-05-29,2021,2,5,May,29,5,Saturday,21,False
2021-05-30,2021,2,5,May,30,6,Sunday,21,False
2021-05-31,2021,2,5,May,31,0,Monday,22,True
2021-06-01,2021,2,6,June,1,1,Tuesday,22,True
2021-06-02,2021,2,6,June,2,2,Wednesday,22,True
2021-06-03,2021,2,6,June,3,3,Thursday,22,True
2021-06-04,2021,2,6,June,4,4,Friday,22,True
2021-06-05,2021,2,6,June,5,5,Saturday,22,False
2021-06-06,2021,2,6,June,6,6,Sunday,22,False
2021-06-07,2021,2,6,June,7,0,Monday,23,True
2021-06-08,2021,2,6,June,8,1,Tuesday,23,True
2021-06-09,2021,2,6,June,9,2,Wednesday,23,True
2021-06-10,2021,2,6,June,10,3,Thursday,23,True
2021-06-11,2021,2,6,June,11,4,Friday,23,True
2021-06-12,2021,2,6,June,12,5,Saturday,23,False
2021-06-13,2021,2,6,June,13,6,Sunday,23,False
2021-06-14,2021,2,6,June,14,0,Monday,24,True
2021-06-15,2021,2,6,June,15,1,Tuesday,24,True
2021-06-16,2021,2,6,June,16,2,Wednesday,24,True
2021-06-17,2021,2,6,June,17,3,Thursday,24,True
2021-06-18,2021,2,6,June,18,4,Friday,24,True
2021-06-19,2021,2,6,June,19,5,Saturday,24,False
2021-06-20,2021,2,6,June,20,6,Sunday,24,False
2021-06-21,2021,2,6,June,21,0,Monday,25,True
2021-06-22,2021,2,6,June,22,1,Tuesday,25,True
2021-06-23,2021,2,6,June,23,2,Wednesday,25,True
2021-06-24,2021,2,6,June,24,3,Thursday,25,True
2021-06-25,2021,2,6,June,25,4,Friday,25,True
2021-06-26,2021,2,6,June,26,5,Saturday,25,False
2021-06-27,2021,2,6,June,27,6,Sunday,25,False
2021-06-28,2021,2,6,June,28,0,Monday,26,True
2021-06-29,2021,2,6,June,29,1,Tuesday,26,True
2021-06-30,2021,2,6,June,30,2,Wednesday,26,True
2021-07-01,2021,3,7,July,1,3,Thursday,26,True
2021-07-02,2021,3,7,July,2,4,Friday,26,True
2021-07-03,2021,3,7,July,3,5,Saturday,26,False
2021-07-04,2021,3,7,July,4,6,Sunday,26,False
2021-07-05,2021,3,7,July,5,0,Monday,27,True
2021-07-06,2021,3,7,July,6,1,Tuesday,27,True
2021-07-07,2021,3,7,July,7,2,Wednesday,27,True
2021-07-08,2021,3,7,July,8,3,Thursday,27,True
2021-07-09,2021,3,7,July,9,4,Friday,27,True
2021-07-10,2021,3,7,July,10,5,Saturday,27,False
2021-07-11,2021,3,7,July,11,6,Sunday,27,False
2021-07-12,2021,3,7,July,12,0,Monday,28,True
2021-07-13,2021,3,7,July,13,1,Tuesday,28,True
2021-07-14,2021,3,7,July,14,2,Wednesday,28,True
2021-07-15,2021,3,7,July,15,3,Thursday,28,True
2021-07-16,2021,3,7,July,16,4,Friday,28,True
2021-07-17,2021,3,7,July,17,5,Saturday,28,False
2021-07-18,2021,3,7,July,18,6,Sunday,28,False
2021-07-19,2021,3,7,July,19,0,Monday,29,True
2021-07-20,2021,3,7,July,20,1,Tuesday,29,True
2021-07-21,2021,3,7,July,21,2,Wednesday,29,True
2021-07-22,2021,3,7,July,22,3,Thursday,29,True
2021-07-23,2021,3,7,July,23,4,Friday,29,True
2021-07-24,2021,3,7,July,24,5,Saturday,29,False
2021-07-25,2021,3,7,July,25,6,Sunday,29,False
2021-07-26,2021,3,7,July,26,0,Monday,30,True
2021-07-27,2021,3,7,July,27,1,Tuesday,30,True
2021-07-28,2021,3,7,July,28,2,Wednesday,30,True
2021-07-29,2021,3,7,July,29,3,Thursday,30,True
2021-07-30,2021,3,7,July,30,4,Friday,30,True
2021-07-31,2021,3,7,July,31,5,Saturday,30,False
2021-08-01,2021,3,8,August,1,6,Sunday,30,False
2021-08-02,2021,3,8,August,2,0,Monday,31,True
2021-08-03,2021,3,8,August,3,1,Tuesday,31,True
2021-08-04,2021,3,8,August,4,2,Wednesday,31,True
2021-08-05,2021,3,8,August,5,3,Thursday,31,True
2021-08-06,2021,3,8,August,6,4,Friday,31,True
2021-08-07,2021,3,8,August,7,5,Saturday,31,False
2021-08-08,2021,3,8,August,8,6,Sunday,31,False
2021-08-09,2021,3,8,August,9,0,Monday,32,True
2021-08-10,2021,3,8,August,10,1,Tuesday,32,True
2021-08-11,2021,3,8,August,11,2,Wednesday,32,True
2021-08-12,2021,3,8,August,12,3,Thursday,32,True
2021-08-13,2021,3,8,August,13,4,Friday,32,True
2021-08-14,2021,3,8,August,14,5,Saturday,32,False
2021-08-15,2021,3,8,August,15,6,Sunday,32,False
2021-08-16,2021,3,8,August,16,0,Monday,33,True
2021-08-17,2021,3,8,August,17,1,Tuesday,33,True
2021-08-18,2021,3,8,August,18,2,Wednesday,33,True
2021-08-19,2021,3,8,August,19,3,Thursday,33,True
2021-08-20,2021,3,8,August,20,4,Friday,33,True
2021-08-21,2021,3,8,August,21,5,Saturday,33,False
2021-08-22,2021,3,8,August,22,6,Sunday,33,False
2021-08-23,2021,3,8,August,23,0,Monday,34,True
2021-08-24,2021,3,8,August,24,1,Tuesday,34,True
2021-08-25,2021,3,8,August,25,2,Wednesday,34,True
2021-08-26,2021,3,8,August,26,3,Thursday,34,True
2021-08-27,2021,3,8,August,27,4,Friday,34,True
2021-08-28,2021,3,8,August,28,5,Saturday,34,False
2021-08-29,2021,3,8,August,29,6,Sunday,34,False
2021-08-30,2021,3,8,August,30,0,Monday,35,True
2021-08-31,2021,3,8,August,31,1,Tuesday,35,True
